dataset,model,mc_samples,uncertainty,f2,auc_roc,auc_pr,brier,ece,error_auc,error_spearman,aurc50,risk_full,risk_c60,risk_c80
cmapss_fd001,proposed_lite,5,entropy,0.807909604519774,0.9919202356872746,0.8325999636868692,0.01548974622706635,0.01588039030777652,0.9786678938055904,0.23106834520740477,0.0019717521269000406,0.019811690859160454,0.00013095861707700367,0.0006471793765505339
cmapss_fd001,proposed_lite,10,MC,0.8027133973996609,0.9918640498734598,0.8298274218290048,0.015306850834847223,0.015835010095672272,0.9707072951021773,0.22887224913416132,0.0021904727502696773,0.020105923891722242,0.00013812154696132598,0.0012090569355902396
cmapss_fd001,proposed_lite,10,pseudo_abs,0.8027133973996609,0.9918640498734598,0.8298274218290048,0.015306850834847223,0.015835010095672272,0.979041137023321,0.23292441749482123,0.0018933624709334981,0.020105923891722242,0.00013326226012793177,0.0006457862447529867
cmapss_fd001,proposed_lite,10,entropy,0.8027133973996609,0.9918640498734598,0.8298274218290048,0.015306850834847223,0.015835010095672272,0.979041137023321,0.23292441735835756,0.0018933624709334981,0.020105923891722242,0.00013326226012793177,0.0006457862447529867
cmapss_fd001,proposed_lite,20,MC,0.8027133973996609,0.9924656045104995,0.8289728740392571,0.01534674273766294,0.015885934407854577,0.9712033513088608,0.2291134467975542,0.002329104965690516,0.020105923891722242,0.0002669157880688643,0.001302365964836119
cmapss_fd001,proposed_lite,20,pseudo_abs,0.8027133973996609,0.9924656045104995,0.8289728740392571,0.01534674273766294,0.015885934407854577,0.9799531773718297,0.23336787939030418,0.001930913535468634,0.020105923891722242,0.0001301405517959396,0.000643707756678468
cmapss_fd001,proposed_lite,20,entropy,0.8027133973996609,0.9924656045104995,0.8289728740392571,0.01534674273766294,0.015885934407854577,0.9799531773718297,0.2333678792086667,0.001930913535468634,0.020105923891722242,0.0001301405517959396,0.000643707756678468
cmapss_fd001,proposed_lite,50,MC,0.8093626621545403,0.9922106308445461,0.8298119738505786,0.015296184129534943,0.015826996604383296,0.9752141770175083,0.22995674328587135,0.00208888504104481,0.01990976853668105,0.00013180440226703572,0.0008661758336942399
cmapss_fd001,proposed_lite,50,pseudo_abs,0.8093626621545403,0.9922106308445461,0.8298119738505786,0.015296184129534943,0.015826996604383296,0.9795060976180864,0.23203360930515066,0.0018565338232747906,0.01990976853668105,0.0001315097317201473,0.0005358482477762298
cmapss_fd001,proposed_lite,50,entropy,0.8093626621545403,0.9922106308445461,0.8298119738505786,0.015296184129534943,0.015826996604383296,0.979505851140133,0.2320334898404228,0.0018565338232747906,0.01990976853668105,0.0001315097317201473,0.0005358482477762298
cmapss_fd003,full,5,MC,0.8973551637279596,0.9982737117888258,0.9202047877944018,0.009432614508926278,0.01218065759523223,0.9772990414246053,0.16922211268228093,0.0011895022044209889,0.010587032710280374,9.304922303898763e-05,0.0008723927353477674
cmapss_fd003,full,5,pseudo_abs,0.8973551637279596,0.9982737117888258,0.9202047877944018,0.009432614508926278,0.01218065759523223,0.9846429452973314,0.1718258287425021,0.0008923693629370623,0.010587032710280374,0.0,0.00015704750687082843
cmapss_fd003,full,5,entropy,0.8973551637279596,0.9982737117888258,0.9202047877944018,0.009432614508926278,0.01218065759523223,0.9846429452973313,0.17182582821460493,0.0008923693629370623,0.010587032710280374,0.0,0.00015704750687082843
cmapss_fd003,full,10,MC,0.8934169278996865,0.9983070378160684,0.922631489209203,0.009435504696512808,0.012155476077984707,0.9824169568191002,0.1750711998132413,0.0010255527310146409,0.011098130841121495,0.0,0.00031600568810238584
